price,totsp,livesp,kitsp,dist,metrdist,walk,brick,floor,price_m2,area,metro_line
220,81,46,13.0,9.0,7,пешком,другой,средний,2716.05,Северо-запад,Таганско-Краснопресненская
107,66,42,9.0,8.0,7,на транспорте,другой,средний,1621.21,Север,Калужско-Рижская
115,62,38,9.0,17.0,7,пешком,другой,первый или последний,1854.84,Север,Серпуховско-Тимирязевская
83,61,38,6.0,13.0,10,на транспорте,другой,первый или последний,1360.66,Юго-восток,Люблинская
140,66,47,6.0,4.5,2,пешком,кирпичный/монолит,первый или последний,2121.21,Восток,Арбатско-Покровская
105,64,45,6.0,13.5,7,пешком,другой,средний,1640.62,Север,Калужско-Рижская
120,57,43,6.0,8.0,5,пешком,кирпичный/монолит,первый или последний,2105.26,Север,Калужско-Рижская
88,64,46,7.0,17.0,15,пешком,другой,первый или последний,1375.0,Север,Серпуховско-Тимирязевская
115,76,40,11.0,12.7,10,пешком,другой,средний,1513.16,Юго-восток,Люблинская
140,70,45,10.0,9.0,10,пешком,другой,средний,2000.0,Северо-запад,Замоскворецкая
149,94,57,8.0,10.5,15,на транспорте,кирпичный/монолит,средний,1585.11,Северо-запад,Замоскворецкая
120,75,43,10.0,17.0,10,пешком,другой,средний,1600.0,Север,Серпуховско-Тимирязевская
170,92,62,18.0,6.0,7,пешком,кирпичный/монолит,средний,1847.83,Юго-восток,Таганско-Краснопресненская
105,73,49,8.0,11.5,5,пешком,другой,первый или последний,1438.36,Юго-восток,Таганско-Краснопресненская
189,86,55,10.0,9.0,10,пешком,кирпичный/монолит,средний,2197.67,Северо-запад,Замоскворецкая
86,61,42,6.0,12.0,7,на транспорте,кирпичный/монолит,средний,1409.84,Юго-восток,Люблинская
126,80,40,14.0,12.0,10,на транспорте,другой,средний,1575.0,Восток,Калининская
85,59,40,6.0,10.0,5,на транспорте,другой,средний,1440.68,Юго-восток,Таганско-Краснопресненская
140,82,47,11.0,12.5,10,пешком,кирпичный/монолит,первый или последний,1707.32,Север,Серпуховско-Тимирязевская
104,84,52,11.0,13.0,5,на транспорте,другой,средний,1238.1,Юго-восток,Люблинская
108,66,45,10.0,12.0,5,пешком,другой,средний,1636.36,Восток,Калининская
84,60,45,6.0,13.5,7,на транспорте,другой,средний,1400.0,Юго-восток,Таганско-Краснопресненская
90,55,35,6.0,14.5,5,на транспорте,другой,средний,1636.36,Северо-запад,Замоскворецкая
87,61,43,6.0,12.0,15,пешком,другой,средний,1426.23,Восток,Калининская
115,71,42,10.0,12.0,5,пешком,другой,первый или последний,1619.72,Восток,Арбатско-Покровская
78,58,44,6.0,7.0,7,пешком,другой,первый или последний,1344.83,Юго-восток,Люблинская
120,80,47,9.0,13.5,10,на транспорте,другой,средний,1500.0,Юго-восток,Таганско-Краснопресненская
98,74,44,10.0,12.0,15,пешком,другой,первый или последний,1324.32,Восток,Калининская
152,81,54,8.0,7.5,12,пешком,кирпичный/монолит,средний,1876.54,Северо-запад,Замоскворецкая
105,82,48,8.0,13.0,10,на транспорте,другой,средний,1280.49,Юго-восток,Люблинская
158,78,48,12.0,9.0,4,пешком,кирпичный/монолит,средний,2025.64,Северо-запад,Таганско-Краснопресненская
87,58,33,5.0,11.5,5,пешком,другой,средний,1500.0,Юго-восток,Таганско-Краснопресненская
150,108,56,15.0,11.0,5,пешком,кирпичный/монолит,средний,1388.89,Юго-восток,Люблинская
109,79,45,13.0,14.5,5,на транспорте,кирпичный/монолит,средний,1379.75,Северо-запад,Замоскворецкая
158,64,44,9.0,7.0,3,пешком,другой,средний,2468.75,Северо-запад,Таганско-Краснопресненская
160,86,51,8.0,12.0,2,пешком,кирпичный/монолит,средний,1860.47,Восток,Калининская
80,56,37,6.0,10.0,1,пешком,другой,первый или последний,1428.57,Юго-восток,Таганско-Краснопресненская
115,66,38,7.0,11.0,7,пешком,кирпичный/монолит,средний,1742.42,Восток,Арбатско-Покровская
260,70,45,8.0,8.0,7,пешком,кирпичный/монолит,первый или последний,3714.29,Север,Калужско-Рижская
90,56,40,5.0,12.5,5,пешком,кирпичный/монолит,средний,1607.14,Северо-запад,Замоскворецкая
132,76,43,8.0,12.5,5,пешком,другой,средний,1736.84,Север,Серпуховско-Тимирязевская
84,59,46,6.0,10.0,15,пешком,другой,средний,1423.73,Юго-восток,Таганско-Краснопресненская
112,63,35,8.0,11.0,7,пешком,другой,средний,1777.78,Восток,Арбатско-Покровская
120,77,43,8.0,10.5,10,на транспорте,другой,средний,1558.44,Северо-запад,Замоскворецкая
115,76,45,10.0,12.0,15,на транспорте,другой,средний,1513.16,Восток,Калининская
165,74,41,9.0,6.5,5,пешком,кирпичный/монолит,средний,2229.73,Север,Серпуховско-Тимирязевская
125,77,46,10.0,10.5,15,пешком,другой,средний,1623.38,Восток,Калининская
103,67,43,9.0,13.5,10,на транспорте,другой,средний,1537.31,Север,Калужско-Рижская
130,72,47,10.0,13.5,7,пешком,кирпичный/монолит,первый или последний,1805.56,Север,Калужско-Рижская
129,59,41,6.0,9.0,5,пешком,кирпичный/монолит,первый или последний,2186.44,Северо-запад,Замоскворецкая
80,52,34,6.0,17.0,10,пешком,другой,первый или последний,1538.46,Северо-запад,Таганско-Краснопресненская
190,84,55,9.0,4.5,5,пешком,кирпичный/монолит,средний,2261.9,Восток,Арбатско-Покровская
130,72,42,9.0,12.0,5,пешком,другой,средний,1805.56,Север,Калужско-Рижская
190,106,58,24.0,9.0,5,на транспорте,другой,средний,1792.45,Северо-запад,Таганско-Краснопресненская
132,84,52,11.0,12.7,20,пешком,другой,средний,1571.43,Юго-восток,Люблинская
170,80,45,13.0,12.0,10,пешком,другой,средний,2125.0,Восток,Арбатско-Покровская
118,78,52,9.0,11.0,5,пешком,кирпичный/монолит,средний,1512.82,Юго-восток,Люблинская
78,63,47,6.0,13.5,5,на транспорте,кирпичный/монолит,средний,1238.1,Юго-восток,Таганско-Краснопресненская
77,56,38,6.0,13.5,10,на транспорте,кирпичный/монолит,первый или последний,1375.0,Север,Калужско-Рижская
77,50,34,6.0,13.5,2,пешком,другой,средний,1540.0,Юго-восток,Таганско-Краснопресненская
105,75,45,10.0,14.5,10,на транспорте,другой,средний,1400.0,Северо-запад,Замоскворецкая
150,76,45,10.0,12.0,5,пешком,другой,средний,1973.68,Север,Калужско-Рижская
143,75,45,9.0,10.5,7,пешком,другой,средний,1906.67,Северо-запад,Замоскворецкая
350,113,85,20.0,9.0,10,пешком,другой,средний,3097.35,Северо-запад,Замоскворецкая
110,70,40,9.0,13.5,5,пешком,другой,первый или последний,1571.43,Юго-восток,Таганско-Краснопресненская
159,107,64,13.0,14.5,10,на транспорте,кирпичный/монолит,средний,1485.98,Северо-запад,Замоскворецкая
135,75,46,10.0,7.0,12,на транспорте,другой,средний,1800.0,Северо-запад,Таганско-Краснопресненская
89,60,43,6.0,15.5,5,пешком,кирпичный/монолит,средний,1483.33,Север,Калужско-Рижская
170,76,50,10.0,5.0,5,пешком,кирпичный/монолит,средний,2236.84,Северо-запад,Таганско-Краснопресненская
89,55,37,6.0,10.5,10,пешком,кирпичный/монолит,средний,1618.18,Северо-запад,Замоскворецкая
115,64,44,7.0,12.0,5,на транспорте,другой,средний,1796.88,Восток,Калининская
110,77,40,11.0,12.7,15,пешком,другой,средний,1428.57,Юго-восток,Люблинская
84,59,44,6.0,12.0,10,пешком,другой,средний,1423.73,Юго-восток,Люблинская
130,78,46,10.0,14.5,7,пешком,другой,средний,1666.67,Север,Серпуховско-Тимирязевская
87,90,57,13.0,14.5,15,пешком,кирпичный/монолит,средний,966.67,Север,Серпуховско-Тимирязевская
79,60,44,6.0,15.5,15,пешком,другой,первый или последний,1316.67,Север,Калужско-Рижская
115,60,39,6.0,4.5,10,пешком,другой,средний,1916.67,Восток,Арбатско-Покровская
95,67,41,9.0,13.5,7,на транспорте,другой,средний,1417.91,Юго-восток,Таганско-Краснопресненская
98,64,42,7.0,14.5,5,на транспорте,другой,средний,1531.25,Северо-запад,Замоскворецкая
83,64,42,9.0,17.0,10,на транспорте,другой,первый или последний,1296.88,Север,Серпуховско-Тимирязевская
130,82,54,8.0,3.5,10,пешком,кирпичный/монолит,средний,1585.37,Восток,Калининская
105,56,43,6.0,3.0,10,пешком,кирпичный/монолит,средний,1875.0,Север,Калужско-Рижская
124,77,44,10.0,14.5,5,на транспорте,другой,средний,1610.39,Север,Серпуховско-Тимирязевская
107,65,39,8.0,12.5,20,пешком,другой,средний,1646.15,Север,Серпуховско-Тимирязевская
180,83,53,8.0,12.0,5,пешком,кирпичный/монолит,средний,2168.67,Восток,Калининская
110,76,45,10.0,13.0,10,пешком,другой,средний,1447.37,Юго-восток,Люблинская
157,75,53,10.0,12.5,5,пешком,другой,средний,2093.33,Север,Серпуховско-Тимирязевская
210,105,55,14.0,17.0,5,на транспорте,другой,средний,2000.0,Север,Серпуховско-Тимирязевская
95,64,45,6.0,12.5,10,пешком,другой,средний,1484.38,Север,Серпуховско-Тимирязевская
371,120,59,15.0,7.0,10,на транспорте,другой,средний,3091.67,Северо-запад,Таганско-Краснопресненская
145,73,45,7.0,9.0,1,пешком,кирпичный/монолит,средний,1986.3,Северо-запад,Таганско-Краснопресненская
85,58,43,5.0,7.0,10,на транспорте,другой,средний,1465.52,Северо-запад,Таганско-Краснопресненская
87,58,40,6.0,6.5,5,пешком,другой,первый или последний,1500.0,Север,Серпуховско-Тимирязевская
118,84,48,9.0,12.7,5,на транспорте,другой,средний,1404.76,Юго-восток,Люблинская
86,58,38,8.0,11.5,7,пешком,другой,средний,1482.76,Юго-восток,Таганско-Краснопресненская
157,80,48,9.0,7.0,5,на транспорте,другой,средний,1962.5,Северо-запад,Таганско-Краснопресненская
190,73,54,9.0,3.0,10,пешком,кирпичный/монолит,средний,2602.74,Север,Калужско-Рижская
85,65,43,5.0,7.5,5,пешком,кирпичный/монолит,средний,1307.69,Восток,Арбатско-Покровская
140,80,51,7.0,7.5,7,пешком,кирпичный/монолит,средний,1750.0,Восток,Арбатско-Покровская
85,55,42,6.0,14.5,5,пешком,кирпичный/монолит,средний,1545.45,Северо-запад,Замоскворецкая
78,58,37,6.0,12.0,10,на транспорте,другой,средний,1344.83,Восток,Калининская
185,80,53,9.0,7.5,10,пешком,кирпичный/монолит,средний,2312.5,Восток,Арбатско-Покровская
162,75,52,12.0,3.5,5,пешком,кирпичный/монолит,средний,2160.0,Восток,Калининская
210,81,48,10.0,3.0,5,пешком,кирпичный/монолит,средний,2592.59,Север,Калужско-Рижская
99,63,38,8.0,10.5,5,пешком,другой,первый или последний,1571.43,Северо-запад,Замоскворецкая
125,75,52,9.0,10.5,5,на транспорте,кирпичный/монолит,средний,1666.67,Северо-запад,Замоскворецкая
85,60,43,6.0,12.0,5,пешком,другой,средний,1416.67,Юго-восток,Люблинская
225,92,48,13.0,9.0,1,пешком,кирпичный/монолит,средний,2445.65,Северо-запад,Таганско-Краснопресненская
85,61,45,6.0,13.5,15,пешком,другой,средний,1393.44,Юго-восток,Таганско-Краснопресненская
112,77,45,10.0,17.0,10,на транспорте,другой,средний,1454.55,Север,Серпуховско-Тимирязевская
135,83,53,9.0,13.5,10,на транспорте,другой,средний,1626.51,Север,Калужско-Рижская
235,101,59,15.0,8.0,7,пешком,кирпичный/монолит,средний,2326.73,Север,Калужско-Рижская
147,76,46,10.0,12.0,3,пешком,другой,средний,1934.21,Восток,Арбатско-Покровская
93,55,39,6.0,8.0,10,пешком,кирпичный/монолит,первый или последний,1690.91,Север,Калужско-Рижская
105,75,46,10.0,13.0,7,на транспорте,другой,первый или последний,1400.0,Юго-восток,Люблинская
105,69,43,6.0,17.0,5,пешком,другой,средний,1521.74,Северо-запад,Таганско-Краснопресненская
185,95,57,12.0,5.0,5,пешком,другой,первый или последний,1947.37,Северо-запад,Таганско-Краснопресненская
110,75,52,9.0,11.5,10,пешком,кирпичный/монолит,первый или последний,1466.67,Юго-восток,Таганско-Краснопресненская
215,86,58,12.0,3.0,5,пешком,кирпичный/монолит,средний,2500.0,Север,Калужско-Рижская
175,79,47,9.0,14.5,7,пешком,кирпичный/монолит,средний,2215.19,Северо-запад,Замоскворецкая
99,62,39,8.0,17.0,10,пешком,другой,средний,1596.77,Север,Серпуховско-Тимирязевская
144,80,48,13.0,15.5,10,пешком,другой,средний,1800.0,Север,Калужско-Рижская
98,74,46,11.0,12.5,10,на транспорте,кирпичный/монолит,первый или последний,1324.32,Северо-запад,Замоскворецкая
135,72,46,8.0,10.0,5,пешком,другой,средний,1875.0,Юго-восток,Таганско-Краснопресненская
140,78,46,9.0,10.5,10,пешком,кирпичный/монолит,средний,1794.87,Восток,Калининская
205,88,59,9.0,9.0,10,пешком,кирпичный/монолит,первый или последний,2329.55,Северо-запад,Замоскворецкая
145,84,53,10.0,15.5,15,пешком,другой,средний,1726.19,Север,Калужско-Рижская
150,86,53,9.0,11.5,1,пешком,другой,средний,1744.19,Юго-восток,Таганско-Краснопресненская
110,59,38,8.0,14.5,5,на транспорте,другой,средний,1864.41,Северо-запад,Замоскворецкая
285,90,57,7.0,3.0,3,пешком,другой,средний,3166.67,Север,Калужско-Рижская
98,54,36,5.0,3.5,12,пешком,кирпичный/монолит,средний,1814.81,Восток,Калининская
135,80,45,13.0,12.5,5,на транспорте,другой,средний,1687.5,Северо-запад,Замоскворецкая
95,54,38,6.0,10.5,5,пешком,другой,средний,1759.26,Восток,Калининская
150,80,48,13.0,14.5,10,на транспорте,другой,средний,1875.0,Северо-запад,Замоскворецкая
105,72,43,10.0,12.0,10,пешком,другой,средний,1458.33,Юго-восток,Люблинская
105,65,39,8.0,12.0,5,на транспорте,другой,средний,1615.38,Восток,Калининская
105,53,39,5.0,3.5,7,пешком,кирпичный/монолит,первый или последний,1981.13,Восток,Калининская
125,67,46,8.0,12.5,15,пешком,другой,средний,1865.67,Северо-запад,Замоскворецкая
95,65,45,7.0,14.5,12,пешком,другой,средний,1461.54,Север,Серпуховско-Тимирязевская
115,77,51,7.0,5.0,5,пешком,кирпичный/монолит,первый или последний,1493.51,Северо-запад,Таганско-Краснопресненская
110,65,45,11.0,7.0,7,пешком,другой,средний,1692.31,Северо-запад,Таганско-Краснопресненская
143,93,57,9.0,10.5,5,на транспорте,кирпичный/монолит,средний,1537.63,Северо-запад,Замоскворецкая
165,77,44,10.0,8.0,10,пешком,другой,средний,2142.86,Север,Калужско-Рижская
168,75,46,10.0,6.5,1,пешком,кирпичный/монолит,средний,2240.0,Север,Серпуховско-Тимирязевская
96,60,38,6.0,12.0,5,на транспорте,другой,средний,1600.0,Восток,Калининская
180,88,55,11.0,6.0,3,пешком,другой,средний,2045.45,Юго-восток,Таганско-Краснопресненская
105,74,45,10.0,13.0,10,пешком,другой,первый или последний,1418.92,Юго-восток,Люблинская
81,53,34,6.0,13.0,15,пешком,другой,первый или последний,1528.3,Юго-восток,Люблинская
87,58,37,7.0,13.5,15,на транспорте,другой,средний,1500.0,Север,Калужско-Рижская
177,103,54,11.0,9.0,5,пешком,другой,средний,1718.45,Северо-запад,Замоскворецкая
119,80,51,8.0,11.5,15,пешком,другой,средний,1487.5,Юго-восток,Таганско-Краснопресненская
120,81,48,8.0,13.0,7,пешком,другой,средний,1481.48,Юго-восток,Люблинская
132,88,63,8.0,8.0,5,пешком,кирпичный/монолит,средний,1500.0,Север,Калужско-Рижская
85,59,38,6.0,13.5,10,пешком,другой,средний,1440.68,Юго-восток,Таганско-Краснопресненская
140,74,45,10.0,12.5,2,пешком,другой,средний,1891.89,Север,Серпуховско-Тимирязевская
90,60,43,6.0,13.5,5,на транспорте,другой,первый или последний,1500.0,Юго-восток,Таганско-Краснопресненская
455,192,92,18.0,7.5,5,пешком,другой,средний,2369.79,Северо-запад,Замоскворецкая
194,105,58,11.0,9.0,5,пешком,другой,средний,1847.62,Северо-запад,Замоскворецкая
170,65,45,7.0,7.5,2,пешком,кирпичный/монолит,средний,2615.38,Северо-запад,Замоскворецкая
100,57,40,6.0,8.0,5,пешком,другой,средний,1754.39,Север,Калужско-Рижская
140,80,51,10.0,13.5,10,пешком,кирпичный/монолит,средний,1750.0,Север,Калужско-Рижская
160,101,51,15.0,7.0,7,пешком,другой,средний,1584.16,Юго-восток,Люблинская
130,83,48,9.0,12.7,5,пешком,другой,средний,1566.27,Юго-восток,Люблинская
185,66,44,6.0,9.0,3,пешком,кирпичный/монолит,первый или последний,2803.03,Северо-запад,Замоскворецкая
120,84,45,11.0,7.0,10,пешком,другой,средний,1428.57,Юго-восток,Люблинская
360,103,80,14.0,3.0,3,пешком,кирпичный/монолит,средний,3495.15,Север,Калужско-Рижская
99,63,43,9.0,13.5,7,на транспорте,другой,средний,1571.43,Север,Калужско-Рижская
120,60,37,8.0,12.0,8,на транспорте,другой,средний,2000.0,Север,Калужско-Рижская
118,63,37,8.0,14.5,5,пешком,другой,средний,1873.02,Северо-запад,Замоскворецкая
130,96,57,9.0,7.5,5,на транспорте,кирпичный/монолит,средний,1354.17,Восток,Арбатско-Покровская
113,76,46,10.0,13.0,7,пешком,другой,средний,1486.84,Юго-восток,Люблинская
107,67,41,9.0,12.5,10,пешком,другой,средний,1597.01,Север,Серпуховско-Тимирязевская
134,69,47,8.0,5.0,10,пешком,другой,средний,1942.03,Северо-запад,Таганско-Краснопресненская
110,86,53,9.0,10.5,5,на транспорте,другой,первый или последний,1279.07,Северо-запад,Замоскворецкая
170,100,57,10.0,13.5,15,на транспорте,другой,первый или последний,1700.0,Юго-восток,Таганско-Краснопресненская
100,77,41,10.0,12.7,10,пешком,другой,средний,1298.7,Юго-восток,Люблинская
90,61,45,6.0,13.5,15,пешком,другой,средний,1475.41,Юго-восток,Таганско-Краснопресненская
108,75,50,10.0,12.0,3,пешком,другой,средний,1440.0,Юго-восток,Люблинская
105,83,48,9.0,13.0,15,пешком,другой,средний,1265.06,Юго-восток,Люблинская
88,51,34,6.0,14.5,10,пешком,другой,средний,1725.49,Северо-запад,Замоскворецкая
80,60,44,6.0,13.5,5,пешком,другой,средний,1333.33,Юго-восток,Таганско-Краснопресненская
130,75,48,13.0,12.7,5,на транспорте,другой,средний,1733.33,Юго-восток,Люблинская
170,53,33,9.0,3.0,10,пешком,кирпичный/монолит,средний,3207.55,Север,Калужско-Рижская
220,83,53,9.0,4.5,5,пешком,другой,первый или последний,2650.6,Восток,Арбатско-Покровская
104,72,46,11.0,12.5,10,на транспорте,кирпичный/монолит,первый или последний,1444.44,Северо-запад,Замоскворецкая
105,68,46,8.0,15.5,10,пешком,другой,первый или последний,1544.12,Север,Калужско-Рижская
165,90,58,11.0,4.5,7,на транспорте,другой,средний,1833.33,Восток,Арбатско-Покровская
130,77,53,9.0,7.0,8,пешком,кирпичный/монолит,средний,1688.31,Северо-запад,Таганско-Краснопресненская
167,74,43,10.0,14.5,5,пешком,другой,средний,2256.76,Север,Серпуховско-Тимирязевская
114,75,54,7.0,12.0,7,пешком,кирпичный/монолит,средний,1520.0,Восток,Калининская
113,54,34,11.0,3.0,10,пешком,другой,средний,2092.59,Север,Калужско-Рижская
145,76,48,9.0,13.5,10,на транспорте,другой,средний,1907.89,Юго-восток,Таганско-Краснопресненская
112,63,45,7.0,13.5,7,на транспорте,другой,средний,1777.78,Север,Калужско-Рижская
106,83,44,10.0,12.0,10,на транспорте,другой,средний,1277.11,Восток,Калининская
105,77,54,8.0,10.5,12,пешком,другой,первый или последний,1363.64,Восток,Калининская
107,68,46,8.0,10.5,10,на транспорте,другой,средний,1573.53,Северо-запад,Замоскворецкая
130,81,56,9.0,6.0,7,пешком,кирпичный/монолит,первый или последний,1604.94,Юго-восток,Таганско-Краснопресненская
94,65,40,8.0,14.5,15,пешком,другой,средний,1446.15,Север,Серпуховско-Тимирязевская
105,78,44,10.0,13.0,15,пешком,другой,средний,1346.15,Юго-восток,Люблинская
240,105,55,23.0,10.0,5,пешком,другой,средний,2285.71,Юго-восток,Таганско-Краснопресненская
150,97,63,11.0,10.0,7,пешком,другой,средний,1546.39,Юго-восток,Таганско-Краснопресненская
87,63,42,7.0,13.5,7,пешком,другой,средний,1380.95,Юго-восток,Таганско-Краснопресненская
116,77,45,10.0,6.0,7,на транспорте,другой,средний,1506.49,Юго-восток,Таганско-Краснопресненская
105,66,44,7.0,13.5,10,пешком,другой,средний,1590.91,Юго-восток,Таганско-Краснопресненская
150,76,45,10.0,7.0,10,на транспорте,другой,средний,1973.68,Северо-запад,Таганско-Краснопресненская
95,60,44,6.0,12.0,10,пешком,другой,первый или последний,1583.33,Восток,Арбатско-Покровская
82,59,45,6.0,10.0,7,пешком,кирпичный/монолит,первый или последний,1389.83,Юго-восток,Таганско-Краснопресненская
210,94,59,11.0,12.7,2,пешком,кирпичный/монолит,средний,2234.04,Юго-восток,Люблинская
150,85,61,8.0,12.0,7,пешком,кирпичный/монолит,средний,1764.71,Восток,Арбатско-Покровская
179,77,43,10.0,8.0,10,пешком,другой,средний,2324.68,Север,Калужско-Рижская
75,55,36,6.0,14.5,7,на транспорте,кирпичный/монолит,первый или последний,1363.64,Север,Серпуховско-Тимирязевская
185,108,65,12.0,13.5,10,на транспорте,другой,средний,1712.96,Юго-восток,Таганско-Краснопресненская
120,76,51,9.0,13.5,5,пешком,другой,средний,1578.95,Юго-восток,Таганско-Краснопресненская
100,79,51,10.0,13.5,10,на транспорте,другой,средний,1265.82,Юго-восток,Таганско-Краснопресненская
158,78,49,14.0,9.0,4,пешком,кирпичный/монолит,средний,2025.64,Северо-запад,Таганско-Краснопресненская
155,74,43,10.0,9.0,5,на транспорте,другой,средний,2094.59,Северо-запад,Таганско-Краснопресненская
139,68,46,8.0,9.0,5,пешком,другой,средний,2044.12,Северо-запад,Таганско-Краснопресненская
140,78,45,10.0,12.0,2,пешком,другой,средний,1794.87,Восток,Калининская
115,76,54,9.0,13.0,5,пешком,другой,первый или последний,1513.16,Юго-восток,Люблинская
94,64,43,9.0,12.0,7,пешком,другой,средний,1468.75,Юго-восток,Люблинская
180,72,45,10.0,3.0,3,пешком,кирпичный/монолит,средний,2500.0,Север,Калужско-Рижская
340,125,70,18.0,7.0,10,на транспорте,кирпичный/монолит,средний,2720.0,Северо-запад,Таганско-Краснопресненская
100,78,44,9.0,13.5,20,на транспорте,другой,средний,1282.05,Север,Калужско-Рижская
77,60,44,6.0,13.0,15,пешком,другой,первый или последний,1283.33,Юго-восток,Люблинская
102,74,43,10.0,17.0,12,на транспорте,другой,средний,1378.38,Север,Серпуховско-Тимирязевская
135,68,32,13.0,3.0,10,пешком,кирпичный/монолит,средний,1985.29,Север,Калужско-Рижская
108,58,41,6.0,9.0,3,пешком,кирпичный/монолит,средний,1862.07,Северо-запад,Таганско-Краснопресненская
134,83,44,10.0,13.0,10,пешком,другой,первый или последний,1614.46,Юго-восток,Люблинская
103,76,45,10.0,13.0,5,на транспорте,другой,средний,1355.26,Юго-восток,Люблинская
135,82,48,9.0,10.5,10,на транспорте,другой,первый или последний,1646.34,Северо-запад,Замоскворецкая
85,57,42,6.0,7.5,15,пешком,кирпичный/монолит,средний,1491.23,Восток,Арбатско-Покровская
78,52,34,6.0,13.0,15,пешком,другой,средний,1500.0,Юго-восток,Люблинская
113,78,44,10.0,12.0,10,пешком,кирпичный/монолит,первый или последний,1448.72,Юго-восток,Люблинская
140,68,44,10.0,5.0,7,пешком,другой,средний,2058.82,Северо-запад,Таганско-Краснопресненская
125,78,53,8.0,8.0,10,пешком,другой,первый или последний,1602.56,Север,Калужско-Рижская
86,55,40,5.0,7.0,2,на транспорте,другой,средний,1563.64,Северо-запад,Таганско-Краснопресненская
130,80,38,11.0,12.7,10,пешком,другой,средний,1625.0,Юго-восток,Люблинская
117,77,44,10.0,17.0,3,пешком,другой,первый или последний,1519.48,Север,Серпуховско-Тимирязевская
135,75,46,10.0,11.0,10,пешком,другой,средний,1800.0,Юго-восток,Люблинская
120,80,45,13.0,12.0,10,пешком,другой,средний,1500.0,Юго-восток,Люблинская
116,76,45,10.0,7.0,10,пешком,другой,средний,1526.32,Юго-восток,Люблинская
131,74,42,10.0,13.5,10,пешком,другой,средний,1770.27,Север,Калужско-Рижская
230,92,60,14.0,9.0,10,пешком,другой,первый или последний,2500.0,Северо-запад,Замоскворецкая
76,53,39,6.0,12.0,10,пешком,другой,средний,1433.96,Юго-восток,Люблинская
108,78,46,10.0,12.7,10,пешком,другой,средний,1384.62,Юго-восток,Люблинская
140,74,53,8.0,11.0,5,пешком,кирпичный/монолит,средний,1891.89,Восток,Арбатско-Покровская
110,60,41,6.0,12.0,10,пешком,другой,средний,1833.33,Восток,Арбатско-Покровская
90,60,43,6.0,12.0,5,на транспорте,другой,средний,1500.0,Восток,Калининская
136,78,48,9.0,12.5,15,пешком,другой,средний,1743.59,Север,Серпуховско-Тимирязевская
126,84,56,9.0,3.5,4,пешком,кирпичный/монолит,средний,1500.0,Восток,Калининская
120,65,44,8.0,9.0,5,пешком,другой,средний,1846.15,Северо-запад,Таганско-Краснопресненская
93,63,40,8.0,11.0,12,пешком,другой,средний,1476.19,Юго-восток,Люблинская
260,110,56,15.0,12.5,3,пешком,кирпичный/монолит,средний,2363.64,Север,Серпуховско-Тимирязевская
152,95,62,10.0,12.7,5,пешком,другой,средний,1600.0,Юго-восток,Люблинская
185,80,45,13.0,12.0,5,на транспорте,другой,средний,2312.5,Восток,Арбатско-Покровская
145,75,46,10.0,7.0,10,на транспорте,другой,средний,1933.33,Северо-запад,Таганско-Краснопресненская
77,61,45,6.0,13.5,5,на транспорте,другой,первый или последний,1262.3,Юго-восток,Таганско-Краснопресненская
106,68,47,8.0,13.5,7,на транспорте,другой,средний,1558.82,Юго-восток,Таганско-Краснопресненская
102,76,46,10.0,12.0,15,на транспорте,другой,первый или последний,1342.11,Восток,Калининская
128,78,54,9.0,6.5,5,пешком,другой,средний,1641.03,Юго-восток,Люблинская
75,51,36,6.0,17.0,5,на транспорте,другой,средний,1470.59,Север,Серпуховско-Тимирязевская
89,60,44,6.0,10.5,3,пешком,другой,средний,1483.33,Восток,Калининская
135,81,53,8.0,11.5,4,пешком,кирпичный/монолит,средний,1666.67,Юго-восток,Таганско-Краснопресненская
90,55,37,6.0,7.5,7,на транспорте,другой,средний,1636.36,Восток,Арбатско-Покровская
135,76,44,9.0,5.0,7,пешком,кирпичный/монолит,средний,1776.32,Северо-запад,Таганско-Краснопресненская
108,73,51,8.0,12.5,15,на транспорте,кирпичный/монолит,средний,1479.45,Северо-запад,Замоскворецкая
114,79,45,13.0,14.5,7,на транспорте,другой,средний,1443.04,Северо-запад,Замоскворецкая
95,64,39,8.0,12.5,10,пешком,другой,первый или последний,1484.38,Север,Серпуховско-Тимирязевская
230,109,58,18.0,12.7,2,пешком,другой,средний,2110.09,Юго-восток,Люблинская
128,72,53,8.0,3.0,10,пешком,кирпичный/монолит,первый или последний,1777.78,Север,Калужско-Рижская
168,104,60,16.0,12.0,10,пешком,другой,средний,1615.38,Север,Калужско-Рижская
170,80,50,8.0,9.0,15,на транспорте,кирпичный/монолит,средний,2125.0,Северо-запад,Замоскворецкая
87,56,35,6.0,12.0,7,пешком,другой,средний,1553.57,Восток,Арбатско-Покровская
190,87,62,10.0,4.5,5,пешком,кирпичный/монолит,средний,2183.91,Восток,Арбатско-Покровская
154,72,42,11.0,6.5,5,пешком,другой,средний,2138.89,Север,Серпуховско-Тимирязевская
129,69,42,9.0,14.5,15,пешком,другой,средний,1869.57,Северо-запад,Замоскворецкая
80,61,44,7.0,12.0,5,на транспорте,другой,средний,1311.48,Восток,Калининская
89,60,45,6.0,13.5,10,на транспорте,другой,средний,1483.33,Север,Калужско-Рижская
112,77,45,10.0,10.0,7,на транспорте,другой,средний,1454.55,Юго-восток,Таганско-Краснопресненская
160,93,57,12.0,12.7,5,пешком,другой,средний,1720.43,Юго-восток,Люблинская
